transaction_id,user_id,product_id,quantity,unit_price,discount,total_amount,currency,transaction_date,payment_method,status
dc30c3de-cb5c-4c60-becd-6a6ff8c6b4f5,f3de800c-1492-4564-b567-c10971805d57,ed1be794-4838-43e2-b5c0-21af98dac6ae,4,2471,28,9389.8,RON,17-12-2023,Cash,Accepted
442a2c76-f5e4-400d-ab8b-201272ccbe34,5262e37e-0b6a-4a9b-8f76-c534dba84a02,a0cc6f06-de6b-49e0-8dcd-89c3c9d87af6,-3,503,-25,2711.17,EUR,2023-02-08 UTC,&Cash,Accepted
84f9688b-a01f-4810-8456-feee640ee496,e005290e-8c69-424b-83e6-5c42e53e0d13,93974eb0-0d35-49bc-83ed-dd6c93685e64,4,7599,2,29180.16,RON,03-09-2023,Cash,Declined
ffc42e0c-e3f5-4d09-9568-49121453122e,2b2212fc-039c-47ca-809c-cfe71b2112fb,744dde57-d8a7-4fec-9e9a-2a8a6758286c,2,4501,2,8011.78,USD,04-02-2024,Credit card,Accepted
09906030-310b-4c84-aceb-dca6878ea37b,1e490ac4-fb4a-47fe-b52c-dff8e0c9f56d,,9,2983,4,24162.3,USD,03-04-2025,Credit card,In progress
4edd9909-e9d6-4516-961c-c0387e5a71e9,ba9dead5-ed64-486a-b10c-d65fa5b792f6,b057a17b-2992-458e-b76a-79c03e0693b4,-4,8856,17,49416.48,USD,04-15-2025,Cash,Accepted
af29041a-6e78-4c3a-a8ed-895173ab05e4,5a6401d5-6dba-4136-ad73-2a1fe1ed114d,58304545-83fa-427f-bed0-3e7f4aa915c9,1,7984,24,7744.48,USD,05-10-2022,Cash,In progress
5a185866-9e66-4744-b39f-98dcc5ece9f3,dbd78db2-e463-4c3b-a056-8852434091fe,5bb61be5-a3e3-4829-b4fe-bac0ebd1e85c,7,4631,11,28526.96,RON,11-27-2023,Credit card,Accepted
1e84de50-9abf-427d-b6ad-8c2a7fefcba3,cc5b282f-a495-403c-ab85-6ce54466d136,f1a15ed7-13ea-433f-b726-b79009cc8d6a,20,5778,26,55468.8,USD,04-21-2024,Cash,In progress
20c6d769-7252-441b-aa4b-1f87b0ae853f,e549bc93-d852-4d63-a7c5-3bc8048f9f50,76dd280b-df64-405c-92f5-9bd986790024,9,2974,0,25427.7,USD,09-07-2023,Credit card,In progress
d95cdc88-b0e9-4a97-8c65-1b81687e8198,81da9f44-3569-46f8-bd18-f3ca39d3f6c9,0584d49d-847d-4975-9284-6e9f24c70079,6,3342,11,17645.760000000002,EUR,10-07-2024,Credit card,Declined
b2adc25e-1812-4a46-9f89-a364e6bc3f7a,a96f3bda-b54e-4503-998b-a24d77a7c1fe,e5686b19-91d1-48da-8d77-a31da92b3390,5,646,20,2777.8,EUR,02-15-2023,Credit card,Accepted
b547c6ba-760c-47dd-8f42-9ff55a52c228,6a97a0a1-bf21-486e-a685-019c6f145593,6a8cb125-dd08-43fc*-b04()9!-66854421c794,4,-5828,3,12182.24,RON,20-05-2025,Cash,Declined
4260261c-7442-4b06-986f-423e02e2a2fa,c72d0b26-1caa-4587-aa65-f84ae9f2a4d1,3444b4e1-e22e-4fd3-b947-3c104dd94067,10,2312,29,16877.6,RON,2024-08-16,Cash,In progress
daceddd0-16f6-4c51-877a-4f18eded0788,0075f4bf-4b04-4a12-abfe-8af1ab75d0e6,2ba75a24-f9f8-4f03-b86f-6fb00b740024,0,-883,33,0.0,EUR,2022-12-21,Cash,In progress
9b2bdf6d-ed9b-4395-a35e-4cb5aebd295c,1e490ac4-fb4a-47fe-b52c-dff8e0c9f56d,dc302fdc-48f1-4dc2-947a-905d67df3773,10,,21,43755.0,USD,08-28-2023,Credit card,Declined
e7b10a34-5314-4a56-8835-9f430cfb1ff9,15cf586b-9dc9-4a0e-a75b-01e5b0d2c57a,2e7afff2-2c01-4de9-bfc7-eba2796008e6,16,4474,3,20401.44,USD,2022-12-30,Credit card,Accepted
f7ba7a42-a4a9-47f2-8471-4ce50f08397e,cc5b282f-a495-403c-ab85-6ce54466d136,e3aa8e12-9b9d-4496-a1ca-21856733af74,6,8540,9,41504.4,RON,30-12-2024,Cash,In progress
5baf69cf-27d3-4326-99ed-607ee6821dca,f2b10402-3012-48c4-b91b-a56a24c9251b,aea2b361-3e9c-496d-8175-e760a2e3ac39,9,5996,11,48027.96,USD,2024-01-05,Credit card,Accepted
76dbdf43-4b53-4502-bed6-d0efabd55305,c72d0b26-1caa-4587-aa65-f84ae9f2a4d1,e5686b19-91d1-48da-8d77-a31da92b3390,6,646,5,3682.2,RON,30-01-2023,Cash,Accepted
1eda3eb8-fc3d-4dab-b68e-9bf04cbf1eb5,cd5547b9-ed01-4238-84fb-cbc0aeaf48be,36f5e3ae-26a9-421c-b5a3-7fafbc93a796,4,7226,1,28904.0,RON,10-07-2024,Credit card,Declined
